,Unnamed: 0.1,Unnamed: 0,Subject,Session,Block,CorrectResponse,event,finalRT,firstACC,firstRESP,measured_RT,TrialType,PCode,TripC,TT,epoch,choice,spatial_distance,direction_right,tworep,t_0,repetition,error,posterror,high_triplet,trigram,event_t0,event_t-1,event_t-2,error_type,pattern error,correct response repetition,incorrect response repetition,other error,recency error,distance_from_last_unigram,distance_from_last_trigram,event_bigram,event_trigram,choice_t-1,choice_t-2,choice_bigram,choice_trigram,e_to_e_distance_from_last_unigram,e_to_e_distance_from_last_bigram,e_to_e_distance_from_last_trigram,e_to_c_distance_from_last_unigram,e_to_c_distance_from_last_bigram,e_to_c_distance_from_last_trigram,c_to_e_distance_from_last_unigram,c_to_e_distance_from_last_bigram,c_to_e_distance_from_last_trigram,c_to_c_distance_from_last_unigram,c_to_c_distance_from_last_bigram,c_to_c_distance_from_last_trigram,high_triplet_choice,new_high_triplet_choice,HCRP_choice,HCRP_pred_prob,HCRP_pred_prob_1,HCRP_pred_prob_2,HCRP_pred_prob_3,HCRP_pred_prob_4,HCRP_context_importance_0,HCRP_context_importance_1,HCRP_context_importance_2,HCRP_context_importance_3,HCRP_seat_odds_0,HCRP_seat_odds_1,HCRP_seat_odds_2,HCRP_seat_odds_3,triplet_pred_prob,new_triplet_pred_prob,distance,HCRP,intercept_component,distance_component,repetition_component,error_component,posterror_component,HCRP_component,low-level + HCRP,triplet,low-level + triplet,new_triplet,low-level + new_triplet,train_mask,test_mask,trigram_choice,HCRP_error_type,trigram_error_type,choice pattern error,choice correct response repetition,choice incorrect response repetition,choice other error,HCRP_choice pattern error,HCRP_choice correct response repetition,HCRP_choice incorrect response repetition,HCRP_choice other error,trigram_choice pattern error
538,15413,15413,101,12,7,b,3,315,1,b,315,P,5,243,H,2,3,1,0,0,3.0,0,0,0,1,243.0,3.0,4.0,2.0,,,,,,,8.0,8.0,43,243,4.0,3.0,43,343,8.0,8.0,8.0,8.0,8.0,48.0,2.0,8.0,8.0,2.0,8.0,48.0,1.0,,3.0,0.295383809872583,0.2224159870358371,0.2167788582845875,0.295383809872583,0.2654213448069923,0.0064893073135994,0.0021113499363451,9.365486825366292e-05,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,285.9899714396854,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,58.300511382503785,286.5844184217672,290.1899441340782,287.4209364212466,,,True,False,3.0,,,,,,,,,,,
539,15414,15414,101,12,7,b,3,296,1,b,296,R,5,433,L,2,3,0,1,0,3.0,1,0,0,0,433.0,3.0,3.0,4.0,,,,,,,1.0,77.0,33,433,3.0,4.0,33,433,1.0,16.0,77.0,1.0,16.0,77.0,1.0,16.0,16.0,1.0,16.0,16.0,0.0,,2.0,0.2359803131123092,0.2069840686786592,0.3101250376590973,0.2359803131123092,0.2469105805499341,0.0127133546501418,0.0074022528645961,0.000789158111365,0.0,1.0,1.0,1.0,1.0,0.125,,271.67476242913654,300.29206427557995,209.1460929203135,0.0,2.169061400303008,-0.0,0.0,69.03463769841768,280.34979201903417,305.7066666666667,288.8479821346531,,,True,False,2.0,,,,,,,,,,,
540,15415,15415,101,12,7,z,1,294,1,z,294,P,5,331,H,2,1,2,0,0,1.0,0,0,0,1,331.0,1.0,3.0,3.0,,,,,,,5.0,16.0,31,331,3.0,3.0,31,331,5.0,16.0,16.0,5.0,16.0,16.0,8.0,16.0,16.0,8.0,16.0,16.0,1.0,,3.0,0.2305574815176338,0.2305574815176338,0.2390860321477706,0.2797733525077792,0.2505831338268162,0.0010987164333617,0.0003721888406745,2.699529916417155e-06,0.0,1.0,1.0,1.0,1.0,0.625,,310.5551816958278,301.77294307218983,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,70.14607923664309,317.5678003948563,290.1899441340782,306.2072811595521,,,True,False,1.0,,,,,,,,,,,
541,15416,15416,101,12,7,b,3,332,0,z,260,R,5,313,T,2,1,0,1,0,3.0,1,1,0,0,313.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,77.0,13,313,1.0,3.0,11,311,2.0,48.0,77.0,1.0,27.0,69.0,2.0,8.0,186.0,1.0,27.0,69.0,1.0,,4.0,0.2280969844472359,0.2280969844472359,0.2481443445983729,0.2382787548690458,0.2854799160853451,0.0027171706992804,0.0004276620624033,0.0001140152106082,0.0,1.0,1.0,1.0,1.0,0.625,,271.67476242913654,302.45638569689856,209.1460929203135,0.0,2.169061400303008,-31.502945202220378,0.0,70.65902231060294,250.47123142899903,290.1899441340782,230.0934572096752,,,True,False,1.0,4.0,0.0,True,False,False,False,False,False,False,True,True
542,15417,15417,101,12,7,m,4,249,1,m,249,P,5,134,H,2,4,1,1,0,4.0,0,0,1,1,134.0,4.0,3.0,1.0,,,,,,,5.0,48.0,34,134,1.0,1.0,14,114,5.0,32.0,48.0,5.0,9.0,69.0,5.0,5.0,8.0,5.0,17.0,61.0,1.0,,3.0,0.2509057061386291,0.2388911696394585,0.2362065712907693,0.2739965529311429,0.2509057061386291,0.0003505724926425,0.0001410040119023,2.394223531801084e-06,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,296.38549765714384,209.1460929203135,19.13781411894987,0.0,-0.0,5.131161649113748,66.10264865143127,299.5177173398084,290.1899441340782,294.45441195527707,,,True,False,4.0,,,,,,,,,,,
543,15418,15418,101,12,7,m,4,249,1,m,249,R,5,344,L,2,4,0,1,0,4.0,1,0,0,0,344.0,4.0,4.0,3.0,,,,,,,1.0,101.0,44,344,4.0,1.0,44,144,1.0,9.0,101.0,1.0,9.0,9.0,1.0,17.0,101.0,1.0,17.0,17.0,0.0,,3.0,0.2602463274868269,0.244161222786719,0.2040599693689463,0.2915324803575076,0.2602463274868269,0.0030111902946973,0.0004685302611048,2.126173026983933e-05,0.0,1.0,1.0,1.0,1.0,0.125,,271.67476242913654,294.0572204255822,209.1460929203135,0.0,2.169061400303008,-0.0,0.0,64.35521055346807,275.67036487408456,305.7066666666667,288.8479821346531,,,True,False,1.0,,,,,,,,,,,
544,15419,15419,101,12,7,c,2,305,1,c,305,P,5,442,H,2,2,2,0,0,2.0,0,0,0,1,442.0,2.0,4.0,4.0,,,,,,,8.0,61.0,42,442,4.0,4.0,42,442,8.0,46.0,61.0,8.0,46.0,61.0,9.0,9.0,61.0,9.0,9.0,61.0,1.0,,3.0,0.202095793863966,0.2325827089820068,0.202095793863966,0.2892024032238164,0.2761190939302106,0.0029012138006705,0.0003411848819822,4.714957214326719e-07,0.0,1.0,1.0,1.0,1.0,0.625,,310.5551816958278,310.1657836855022,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,76.4451441585631,323.86686531677634,290.1899441340782,306.2072811595521,,,True,False,2.0,,,,,,,,,,,
545,15420,15420,101,12,7,z,1,295,1,z,295,R,5,421,L,2,1,1,0,0,1.0,0,0,0,0,421.0,1.0,2.0,4.0,,,,,,,5.0,201.0,21,421,2.0,4.0,21,421,5.0,13.0,201.0,5.0,13.0,201.0,4.0,13.0,201.0,4.0,13.0,201.0,0.0,,4.0,0.2362760771594959,0.2362760771594959,0.2284702670471516,0.2447358159626011,0.2905178398307513,0.0012697856134536,9.208107206257348e-05,1.1601804890622612e-05,0.0,1.0,1.0,1.0,1.0,0.125,,291.11497206248214,300.21227798702296,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,68.97475582592003,297.2586628651834,305.7066666666667,308.6748561160543,,,True,False,2.0,,,,,,,,,,,
546,15421,15421,101,12,7,b,3,285,1,b,285,P,5,213,H,2,3,2,1,0,3.0,0,0,0,1,213.0,3.0,1.0,2.0,,,,,,,5.0,53.0,13,213,1.0,2.0,13,213,5.0,5.0,53.0,5.0,5.0,53.0,7.0,13.0,13.0,7.0,13.0,13.0,1.0,,4.0,0.2489881300102782,0.2276925172460762,0.2477872333117682,0.2489881300102782,0.2755321194318773,0.0008754643860685,4.252169055515434e-05,2.4677060843406965e-10,0.0,1.0,1.0,1.0,1.0,0.625,,310.5551816958278,296.8741923608496,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,66.46942788714775,313.891149045361,290.1899441340782,306.2072811595521,,,True,False,3.0,,,,,,,,,,,
547,15422,15422,101,12,7,z,1,339,1,z,339,R,5,131,T,2,1,2,0,0,1.0,0,0,0,0,131.0,1.0,3.0,1.0,,,,,,,2.0,93.0,31,131,3.0,1.0,31,131,2.0,7.0,93.0,2.0,7.0,93.0,2.0,7.0,93.0,2.0,7.0,93.0,0.0,,4.0,0.2299252817747758,0.2299252817747758,0.2291732244587168,0.2612326935780087,0.2796688001884985,0.0007061004584597,0.0011590555808207,3.766938934592883e-05,0.0,1.0,1.0,1.0,1.0,0.125,,310.5551816958278,301.94784793279194,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,70.27735029525755,317.6990714534708,305.7066666666667,327.46120085435984,,,True,False,4.0,,,,,,,,,,,
548,15423,15423,101,12,7,z,1,288,1,z,288,P,5,311,H,2,1,0,1,0,1.0,1,0,0,1,311.0,1.0,1.0,3.0,,,,,,,1.0,76.0,11,311,1.0,3.0,11,311,1.0,34.0,76.0,1.0,34.0,76.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,,3.0,0.2296774656375315,0.2296774656375315,0.233738648238495,0.275713087520704,0.2608707986032693,0.0013172979944352,0.0001912097033257,1.5718659733722907e-06,0.0,1.0,1.0,1.0,1.0,0.625,,271.67476242913654,302.0165401727856,209.1460929203135,0.0,2.169061400303008,-0.0,0.0,70.32890576965389,281.6440600902704,290.1899441340782,267.5940624398454,,,True,False,1.0,,,,,,,,,,,
549,15424,15424,101,12,7,b,3,439,0,m,231,R,5,113,L,2,4,3,1,0,3.0,0,1,0,0,113.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,109.0,13,113,1.0,1.0,14,114,3.0,3.0,109.0,6.0,16.0,76.0,3.0,3.0,109.0,6.0,7.0,7.0,1.0,,3.0,0.2524818351958243,0.2537842459790935,0.234863700657061,0.2588702181680211,0.2524818351958243,0.0002202647045204,3.785276938847586e-05,2.598825160699675e-06,0.0,1.0,1.0,1.0,1.0,0.625,,329.9953913291734,295.9866092620366,209.1460929203135,57.41344235684961,0.0,-31.502945202220378,0.0,65.80327159744604,300.8598616723888,290.1899441340782,287.4930206676874,,,True,False,4.0,4.0,0.0,True,False,False,False,False,False,False,True,True
550,15425,15425,101,12,7,m,4,279,1,m,279,P,5,134,H,2,4,1,1,0,4.0,0,0,1,1,134.0,4.0,3.0,1.0,,,,,,,7.0,8.0,34,134,4.0,1.0,44,144,7.0,8.0,8.0,7.0,7.0,16.0,1.0,13.0,16.0,1.0,7.0,7.0,1.0,,1.0,0.2570699458233381,0.2719090347690274,0.216898977875149,0.2541220415324852,0.2570699458233381,0.0010255641006433,0.0008027671781915,3.7153674953833546e-07,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,294.8394651938212,209.1460929203135,19.13781411894987,0.0,-0.0,5.131161649113748,64.94230743841946,298.35737612679657,290.1899441340782,294.45441195527707,,,True,False,4.0,,,,,,,,,,,
551,15426,15426,101,12,7,b,3,326,1,b,326,R,5,343,T,2,3,1,0,0,3.0,0,0,0,0,343.0,3.0,4.0,3.0,,,,,,,2.0,61.0,43,343,4.0,4.0,43,443,2.0,13.0,61.0,2.0,13.0,24.0,5.0,13.0,13.0,5.0,13.0,24.0,0.0,,4.0,0.2668612965931451,0.2418669766718499,0.2069955976602824,0.2668612965931451,0.2842761290747227,0.0019353705033615,0.000954716716745,0.0002477360866486,0.0,1.0,1.0,1.0,1.0,0.125,,291.11497206248214,292.45835470096614,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,63.15521647937418,291.4391235186376,305.7066666666667,308.6748561160543,,,True,False,1.0,,,,,,,,,,,
552,15427,15427,101,12,7,c,2,235,1,c,235,P,5,432,H,2,2,1,0,0,2.0,0,0,0,1,432.0,2.0,3.0,4.0,,,,,,,8.0,21.0,32,432,3.0,4.0,32,432,8.0,21.0,21.0,8.0,21.0,21.0,8.0,21.0,21.0,8.0,21.0,21.0,1.0,,3.0,0.2431863048580782,0.2411463544192056,0.2431863048580782,0.263410712955673,0.252256627767043,0.0012622946594153,0.0017925981833794,1.5141348346287496e-05,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,298.37604171572974,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,67.59660842413166,295.880515463395,290.1899441340782,287.4209364212466,,,True,False,2.0,,,,,,,,,,,
553,15428,15428,101,12,7,z,1,307,1,z,307,R,5,321,H,2,1,1,0,0,1.0,0,0,0,1,321.0,1.0,2.0,3.0,,,,,,,5.0,21.0,21,321,2.0,3.0,21,321,5.0,8.0,21.0,5.0,8.0,21.0,5.0,8.0,21.0,5.0,8.0,21.0,1.0,,1.0,0.2713635700027284,0.2713635700027284,0.2081618784107402,0.2559882086820783,0.2644863429044531,0.0030596933401473,0.0005119620854442,0.0001309728468202,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,291.39264503333663,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,62.35537114766748,290.6392781869308,290.1899441340782,287.4209364212466,,,True,False,1.0,,,,,,,,,,,
554,15429,15429,101,12,7,b,3,281,1,b,281,P,5,213,H,2,3,2,1,0,3.0,0,0,0,1,213.0,3.0,1.0,2.0,,,,,,,3.0,8.0,13,213,1.0,2.0,13,213,3.0,5.0,8.0,3.0,5.0,8.0,3.0,8.0,8.0,3.0,8.0,8.0,1.0,,3.0,0.2859241353193197,0.2385816875478696,0.2243752660456763,0.2859241353193197,0.2511189110871343,0.0015280219167561,0.0004748950183842,0.0001257539122183,0.0,1.0,1.0,1.0,1.0,0.625,,310.5551816958278,288.0633038945076,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,59.8566061946623,307.2783273528755,290.1899441340782,306.2072811595521,,,True,False,3.0,,,,,,,,,,,
555,15430,15430,101,12,7,b,3,280,1,b,280,R,5,133,L,2,3,0,1,0,3.0,1,0,0,0,133.0,3.0,3.0,1.0,,,,,,,1.0,170.0,33,133,3.0,1.0,33,133,1.0,16.0,170.0,1.0,16.0,170.0,1.0,16.0,130.0,1.0,16.0,130.0,0.0,,4.0,0.2436259678166403,0.2632955908193031,0.2222573413323666,0.2436259678166403,0.2708211000316899,0.0028253307002354,0.0023564583257463,0.0003163470413057,0.0,1.0,1.0,1.0,1.0,0.125,,271.67476242913654,298.2609830993766,209.1460929203135,0.0,2.169061400303008,-0.0,0.0,67.51025366921287,278.8254079898294,305.7066666666667,288.8479821346531,,,True,False,4.0,,,,,,,,,,,
556,15431,15431,101,12,7,z,1,391,1,z,391,P,5,331,H,2,1,2,0,0,1.0,0,0,0,1,331.0,1.0,3.0,3.0,,,,,,,3.0,16.0,31,331,3.0,3.0,31,331,3.0,9.0,16.0,3.0,9.0,16.0,3.0,9.0,16.0,3.0,9.0,16.0,1.0,,3.0,0.2553753810550309,0.2553753810550309,0.2250218878503432,0.2798120996340736,0.2397906314605521,0.0003042309649007,0.0004813513448922,6.9070858637014365e-09,0.0,1.0,1.0,1.0,1.0,0.625,,310.5551816958278,295.2607471788323,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,65.2584915167649,312.6802126749781,290.1899441340782,306.2072811595521,,,True,False,1.0,,,,,,,,,,,
557,15432,15432,101,12,7,z,1,249,1,z,249,R,5,311,H,2,1,0,1,0,1.0,1,0,0,1,311.0,1.0,1.0,3.0,,,,,,,1.0,9.0,11,311,1.0,3.0,11,311,1.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,,3.0,0.2497594787912351,0.2497594787912351,0.2130066636153605,0.3028368496817407,0.2343970079116635,0.0019030491859886,0.0003180119841612,0.0001249068626705,0.0,1.0,1.0,1.0,1.0,0.625,,271.67476242913654,296.6771629827214,209.1460929203135,0.0,2.169061400303008,-0.0,0.0,66.32155175062417,277.63670607124067,290.1899441340782,267.5940624398454,,,True,False,1.0,,,,,,,,,,,
558,15433,15433,101,12,7,m,4,297,1,m,297,P,5,114,H,2,4,3,1,0,4.0,0,0,0,1,114.0,4.0,1.0,1.0,,,,,,,8.0,85.0,14,114,1.0,1.0,14,114,8.0,25.0,85.0,8.0,25.0,85.0,8.0,9.0,9.0,8.0,9.0,9.0,1.0,,3.0,0.2236528379705885,0.2547210748692471,0.2137653241721629,0.3078607629880014,0.2236528379705885,0.0032110879323707,0.0008609811515046,0.0002418701297258,0.0,1.0,1.0,1.0,1.0,0.625,,329.9953913291734,303.709714597567,209.1460929203135,57.41344235684961,0.0,-0.0,0.0,71.59968119804884,338.1592164752119,290.1899441340782,324.9936258978576,,,True,False,4.0,,,,,,,,,,,
559,15434,15434,101,12,7,z,1,455,1,z,455,R,5,141,T,2,1,3,0,0,1.0,0,0,0,0,141.0,1.0,4.0,1.0,,,,,,,2.0,239.0,41,141,4.0,1.0,41,141,2.0,24.0,239.0,2.0,24.0,239.0,2.0,48.0,239.0,2.0,48.0,239.0,0.0,,3.0,0.2406712768803831,0.2406712768803831,0.2122916545496591,0.2826941304895274,0.2643429380804303,0.001681590357817,0.0004436458298923,2.5514191087182536e-06,0.0,1.0,1.0,1.0,1.0,0.125,,329.9953913291734,299.0382427438393,209.1460929203135,57.41344235684961,0.0,-0.0,0.0,68.09360907737987,334.653144354543,305.7066666666667,346.24754559266535,,,True,False,4.0,,,,,,,,,,,
560,15435,15435,101,12,7,c,2,359,1,c,359,P,5,412,H,2,2,1,1,0,2.0,0,0,0,1,412.0,2.0,1.0,4.0,,,,,,,8.0,24.0,12,412,1.0,4.0,12,412,8.0,24.0,24.0,8.0,24.0,24.0,8.0,43.0,48.0,8.0,43.0,48.0,1.0,,3.0,0.221043007244359,0.2621270939340553,0.221043007244359,0.2730873463031156,0.2437425525184699,0.0004055596936008,0.0002712456974887,1.7583903659705047e-11,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,304.4573931512354,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,72.16083515858212,300.44474219784547,290.1899441340782,287.4209364212466,,,True,False,2.0,,,,,,,,,,,
561,15436,15436,101,12,7,c,2,298,1,c,298,R,5,122,L,2,2,0,1,0,2.0,1,0,0,0,122.0,2.0,2.0,1.0,,,,,,,1.0,162.0,22,122,2.0,1.0,22,122,1.0,62.0,162.0,1.0,62.0,162.0,1.0,85.0,162.0,1.0,85.0,162.0,0.0,,1.0,0.2057294862144933,0.2874695601224105,0.2057294862144933,0.2407873061937472,0.2660136474693489,0.003672071843378,0.0008634596809348,0.0001351482217099,0.0,1.0,1.0,1.0,1.0,0.125,,271.67476242913654,309.0306521903669,209.1460929203135,0.0,2.169061400303008,-0.0,0.0,75.59319577633931,286.9083500969558,305.7066666666667,288.8479821346531,,,True,False,4.0,,,,,,,,,,,
562,15437,15437,101,12,7,b,3,280,1,b,280,P,5,223,H,2,3,1,1,0,3.0,0,0,0,1,223.0,3.0,2.0,2.0,,,,,,,7.0,85.0,23,223,2.0,2.0,23,223,7.0,41.0,85.0,7.0,41.0,85.0,7.0,26.0,93.0,7.0,26.0,93.0,1.0,,1.0,0.2432252832217488,0.2765690989315079,0.2377984546046891,0.2432252832217488,0.242407163242054,0.0008494195227325,5.680943076569449e-06,4.777279372227227e-09,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,298.3658327825623,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,67.58894633023897,295.8728533695023,290.1899441340782,287.4209364212466,,,True,False,3.0,,,,,,,,,,,
563,15438,15438,101,12,7,m,4,271,1,m,271,R,5,234,L,2,4,1,1,0,4.0,0,0,0,0,234.0,4.0,3.0,2.0,,,,,,,5.0,117.0,34,234,3.0,2.0,34,234,5.0,13.0,117.0,5.0,13.0,117.0,5.0,26.0,26.0,5.0,26.0,26.0,0.0,,3.0,0.2320375340367399,0.259777744362183,0.2321494039738578,0.2760353176272191,0.2320375340367399,0.0002691627935079,0.0001408602868287,2.778915698786684e-06,0.0,1.0,1.0,1.0,1.0,0.125,,291.11497206248214,301.3653391740498,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,69.84016095043859,298.124067989702,305.7066666666667,308.6748561160543,,,True,False,3.0,,,,,,,,,,,
564,15439,15439,101,12,7,z,1,318,1,z,318,P,5,341,H,2,1,3,0,0,1.0,0,0,0,1,341.0,1.0,4.0,3.0,,,,,,,5.0,53.0,41,341,4.0,3.0,41,341,5.0,5.0,53.0,5.0,5.0,53.0,5.0,5.0,69.0,5.0,5.0,69.0,1.0,,3.0,0.2555762763039225,0.2555762763039225,0.2147883584302899,0.2830424229330434,0.2465929423327443,0.0013094870377832,0.0001762028043475,1.655505083810561e-07,0.0,1.0,1.0,1.0,1.0,0.625,,329.9953913291734,295.210657234909,209.1460929203135,57.41344235684961,0.0,-0.0,0.0,65.2208975931763,331.7804328703394,290.1899441340782,324.9936258978576,,,True,False,1.0,,,,,,,,,,,
565,15440,15440,101,12,7,c,2,372,1,c,372,R,5,412,H,2,2,1,1,0,2.0,0,0,0,1,412.0,2.0,1.0,4.0,,,,,,,4.0,5.0,12,412,1.0,4.0,12,412,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,,3.0,0.2547320733974682,0.2511143033039139,0.2547320733974682,0.2589640001824792,0.2351896231161386,0.0020045067075609,0.0014733589401096,2.816484152317828e-05,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,295.4214109477048,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,65.37907423212386,293.66298127138725,290.1899441340782,287.4209364212466,,,True,False,2.0,,,,,,,,,,,
566,15441,15441,101,12,7,m,4,303,1,m,303,P,5,124,H,2,4,2,1,0,4.0,0,0,0,1,124.0,4.0,2.0,1.0,,,,,,,3.0,29.0,24,124,2.0,1.0,24,124,3.0,29.0,29.0,3.0,29.0,29.0,3.0,37.0,48.0,3.0,37.0,48.0,1.0,,1.0,0.2430954280981826,0.2622042127717613,0.2552885525716878,0.2394118065583682,0.2430954280981826,0.0011008589572547,0.0014040558321852,0.0003439771932535,0.0,1.0,1.0,1.0,1.0,0.625,,310.5551816958278,298.3998498604119,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,67.61447711197326,315.0361982701865,290.1899441340782,306.2072811595521,,,True,False,4.0,,,,,,,,,,,
567,15442,15442,101,12,7,c,2,445,0,b,261,R,5,242,T,2,3,1,0,0,2.0,0,1,0,0,242.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,69.0,42,242,4.0,2.0,43,243,2.0,23.0,69.0,5.0,16.0,29.0,2.0,23.0,218.0,5.0,16.0,37.0,1.0,,3.0,0.282574258477201,0.261794019866056,0.2196719282451633,0.282574258477201,0.2359597934115796,0.0025976769180218,0.0010612125729651,0.000125867946383,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,288.81400195607284,209.1460929203135,19.13781411894987,0.0,-31.502945202220378,0.0,60.42002638151286,257.20098821855584,290.1899441340782,249.9203311910764,,,True,False,3.0,0.0,0.0,True,False,False,False,True,False,False,False,True
568,15443,15443,101,12,7,c,2,189,1,c,189,P,5,422,H,2,2,0,1,0,2.0,1,0,1,1,422.0,2.0,2.0,4.0,,,,,,,1.0,69.0,22,422,3.0,4.0,32,432,1.0,7.0,69.0,1.0,16.0,16.0,3.0,7.0,93.0,3.0,16.0,16.0,1.0,,1.0,0.242404679414208,0.2651796509026881,0.242404679414208,0.2427309779982494,0.2496846916848543,0.0005138146216862,8.88081059150927e-05,4.213512619419214e-06,0.0,1.0,1.0,1.0,1.0,0.625,,271.67476242913654,298.5811055709746,209.1460929203135,0.0,2.169061400303008,-0.0,5.131161649113748,67.7505146636089,284.1968306333391,290.1899441340782,274.62753797387586,,,True,False,2.0,,,,,,,,,,,
569,15444,15444,101,12,7,m,4,320,1,m,320,R,5,224,L,2,4,2,1,0,4.0,0,0,0,0,224.0,4.0,2.0,2.0,,,,,,,3.0,69.0,24,224,2.0,3.0,24,324,3.0,3.0,69.0,3.0,3.0,40.0,3.0,3.0,92.0,3.0,3.0,40.0,0.0,,2.0,0.2423273710032809,0.2470706314921751,0.2593916616033694,0.2512103359011743,0.2423273710032809,0.0001133110483717,0.0004052184405287,2.707033099993289e-06,0.0,1.0,1.0,1.0,1.0,0.125,,310.5551816958278,298.60142379213937,209.1460929203135,38.27562823789974,0.0,-0.0,0.0,67.76576406486782,315.18748522308107,305.7066666666667,327.46120085435984,,,True,False,3.0,,,,,,,,,,,
570,15445,15445,101,12,7,b,3,277,1,b,277,P,5,243,H,2,3,1,0,0,3.0,0,0,0,1,243.0,3.0,4.0,2.0,,,,,,,8.0,32.0,43,243,4.0,2.0,43,243,8.0,19.0,32.0,8.0,19.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,2.0,0.2569199813065487,0.2461812702485263,0.2629267859740641,0.2569199813065487,0.2339719624708606,0.0011637163493109,0.0006817381987047,3.98490375566569e-06,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,294.8766353671392,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,64.9702047077323,293.25411174699565,290.1899441340782,287.4209364212466,,,True,False,3.0,,,,,,,,,,,
571,15446,15446,101,12,7,c,2,300,1,c,300,R,5,432,H,2,2,1,0,0,2.0,0,0,0,1,432.0,2.0,3.0,4.0,,,,,,,3.0,19.0,32,432,3.0,4.0,32,432,3.0,19.0,19.0,3.0,19.0,19.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,2.0,0.2688923954592234,0.2330482778760292,0.2688923954592234,0.2525792575719109,0.2454800690928364,0.0009089696125991,0.0014523216046138,9.390161521397869e-05,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,291.97537526374424,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,62.79272671325285,291.0766337525162,290.1899441340782,287.4209364212466,,,True,False,2.0,,,,,,,,,,,
572,15447,15447,101,12,7,z,1,258,1,z,258,P,5,321,H,2,1,1,0,0,1.0,0,0,0,1,321.0,1.0,2.0,3.0,,,,,,,8.0,19.0,21,321,2.0,3.0,21,321,8.0,19.0,19.0,8.0,19.0,19.0,8.0,19.0,19.0,8.0,19.0,19.0,1.0,,1.0,0.2599826489146214,0.2599826489146214,0.2492864880831479,0.235936265409463,0.2547945975927675,0.0016472845256052,0.0012235876234561,0.0002973691338034,0.0,1.0,1.0,1.0,1.0,0.625,,291.11497206248214,294.1217919450981,209.1460929203135,19.13781411894987,0.0,-0.0,0.0,64.4036733102721,292.68758034953544,290.1899441340782,287.4209364212466,,,True,False,1.0,,,,,,,,,,,
573,15448,15448,101,12,7,c,2,401,0,z,241,R,5,212,T,2,1,0,1,0,2.0,1,1,0,0,212.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,56.0,12,212,1.0,2.0,11,211,2.0,8.0,56.0,1.0,16.0,59.0,2.0,8.0,56.0,1.0,16.0,59.0,0.0,,3.0,0.2363550678678636,0.2363550678678636,0.2573758429125678,0.2712908815652223,0.2349782076543463,0.0017764473789854,0.0011262213367342,0.0001865678102425,0.0,1.0,1.0,1.0,1.0,0.125,,271.67476242913654,300.1909860905966,209.1460929203135,0.0,2.169061400303008,-31.502945202220378,0.0,68.95877565376144,248.7709847721576,305.7066666666667,251.34737690448287,,,True,False,3.0,0.0,0.0,False,False,False,True,True,False,False,False,True
